CALLS,,PUTS,,,,,,,,,,,,,,,,,,,
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID PRICE,ASK PRICE,ASK QTY,STRIKE PRICE,BID QTY,BID PRICE,ASK PRICE,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI
,-,-,-,-,-,-,3000.00,0.10,-,-,6300.00,3000.00,1829.55,2336.45,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6400.00,3000.00,1917.85,2443.50,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6500.00,3000.00,2012.70,2555.95,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6600.00,3000.00,2101.75,2676.90,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6700.00,3000.00,2182.20,2783.40,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6800.00,3000.00,2282.05,2895.00,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,6900.00,3000.00,2371.35,3028.95,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.10,-,-,7000.00,3000.00,2465.70,3123.50,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7100.00,3000.00,2550.90,3252.40,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7200.00,3000.00,2650.45,3341.85,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7300.00,3000.00,2738.20,3480.75,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7400.00,3000.00,2809.15,3565.20,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7500.00,3000.00,2906.85,3677.05,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7600.00,3000.00,3000.95,3792.55,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7700.00,3000.00,3091.20,3868.80,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7800.00,3000.00,3184.20,3952.45,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,7900.00,3000.00,3316.40,4099.45,3000.00,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,8000.00,3000.00,3419.40,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,8100.00,3000.00,3513.10,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,8200.00,3000.00,3565.45,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,8300.00,3000.00,3665.25,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,3000.00,0.05,-,-,8400.00,3000.00,3807.95,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
