CALLS,,PUTS,,,,,,,,,,,,,,,,,,,
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID PRICE,ASK PRICE,ASK QTY,STRIKE PRICE,BID QTY,BID PRICE,ASK PRICE,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI
,9171.00,-341.00,2121.00,26.88,3.90,-1.20,7700.00,3.90,3.95,2750.00,1400.00,550.00,93.65,94.50,1100.00,-3.65,89.40,30.12,73.00,-9.00,3165.00
,2601.00,-42.00,513.00,28.00,2.65,-0.85,8250.00,2.55,2.60,550.00,1420.00,1100.00,111.95,113.60,550.00,-7.65,104.15,22.03,7.00,-3.00,316.00
,2551.00,24.00,460.00,29.17,1.85,-0.70,7700.00,1.80,1.85,550.00,1440.00,1100.00,130.90,132.85,1100.00,-10.40,121.15,-,1.00,-,280.00
,1805.00,3.00,267.00,30.54,1.40,-0.45,1100.00,1.35,1.40,1650.00,1460.00,550.00,150.75,152.40,1100.00,-8.75,140.40,-,24.00,-3.00,301.00
,1482.00,-14.00,150.00,32.04,1.05,-0.35,7700.00,1.00,1.05,2200.00,1480.00,550.00,169.55,172.85,1650.00,-,-,-,-,-,165.00
,6729.00,-74.00,464.00,34.44,0.95,-0.30,77000.00,0.95,1.00,20350.00,1500.00,550.00,190.05,191.95,1100.00,-4.05,186.05,43.21,4.00,-,1300.00
,863.00,6.00,55.00,36.31,0.80,-0.25,2750.00,0.80,0.85,2200.00,1520.00,1650.00,205.25,212.10,550.00,-7.45,204.40,40.62,2.00,-,28.00
,923.00,-2.00,15.00,38.27,0.70,-0.15,4950.00,0.70,0.80,2200.00,1540.00,550.00,228.30,233.10,550.00,67.55,221.10,-,1.00,-,36.00
,713.00,-1.00,10.00,41.32,0.70,-0.20,4400.00,0.65,0.75,1100.00,1560.00,550.00,247.30,262.55,2200.00,-,-,-,-,-,21.00
,158.00,-,4.00,43.02,0.65,-0.20,1100.00,0.60,0.75,1100.00,1580.00,1650.00,249.30,272.25,1650.00,-,-,-,-,-,31.00
,1702.00,-5.00,32.00,45.02,0.55,-0.10,7150.00,0.55,0.60,6600.00,1600.00,550.00,289.00,290.55,1650.00,-4.10,284.90,55.97,1.00,-,447.00
,84.00,-,-,-,-,-,550.00,0.35,0.45,550.00,1620.00,550.00,288.65,343.30,16500.00,-,-,-,-,-,2.00
,98.00,-,-,-,-,-,550.00,0.30,0.65,1100.00,1640.00,1100.00,307.40,342.95,550.00,-,-,-,-,-,11.00
,189.00,-,1.00,51.57,0.55,-,550.00,0.35,0.65,1100.00,1660.00,16500.00,308.30,380.40,16500.00,-,-,-,-,-,1.00
,2.00,-,-,-,-,-,1100.00,0.25,0.45,550.00,1680.00,16500.00,326.15,401.65,16500.00,-,-,-,-,-,-
,670.00,-4.00,55.00,51.07,0.25,-0.15,2750.00,0.25,0.30,3850.00,1700.00,1100.00,386.40,411.35,1650.00,-,-,-,-,-,91.00
,-,-,-,-,-,-,6600.00,0.10,1.85,1100.00,1720.00,16500.00,361.70,454.25,16500.00,-,-,-,-,-,-
,4.00,-,-,-,-,-,4400.00,0.10,1.75,2200.00,1740.00,16500.00,380.00,475.95,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,4400.00,0.10,1.80,2200.00,1760.00,16500.00,398.00,498.45,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,4400.00,0.10,1.80,1100.00,1780.00,16500.00,416.15,523.75,16500.00,-,-,-,-,-,-
,153.00,-,1.00,57.85,0.15,-,15950.00,0.10,0.20,2200.00,1800.00,550.00,464.40,512.60,1650.00,-,-,-,-,-,24.00
,-,-,-,-,-,-,7700.00,0.05,3.00,1100.00,1820.00,16500.00,444.30,565.45,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,7700.00,0.05,-,-,1840.00,16500.00,462.30,587.65,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,7700.00,0.05,-,-,1860.00,16500.00,480.70,610.60,16500.00,-,-,-,-,-,-
,5.00,-,-,-,-,-,7700.00,0.05,1.00,2200.00,1880.00,16500.00,497.30,634.00,16500.00,-,-,-,-,-,-
,99.00,11.00,29.00,66.63,0.15,-0.10,550.00,0.10,0.30,6600.00,1900.00,16500.00,514.90,654.80,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,8250.00,0.05,2.45,16500.00,1920.00,16500.00,533.40,677.40,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,7700.00,0.05,2.60,16500.00,1940.00,16500.00,551.20,699.35,16500.00,-,-,-,-,-,-
,-,-,-,-,-,-,7700.00,0.05,2.35,16500.00,1960.00,16500.00,568.35,721.75,16500.00,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
